1 #SUP: 3916
2 #SUP: 4208
3 #SUP: 3656
6 #SUP: 3152
7 #SUP: 828
9 #SUP: 2556
10 #SUP: 3244
11 #SUP: 2320
13 #SUP: 2284
14 #SUP: 1072
15 #SUP: 1040
16 #SUP: 1840
17 #SUP: 1500
23 #SUP: 3376
24 #SUP: 4748
28 #SUP: 3528
29 #SUP: 2160
34 #SUP: 7914
36 #SUP: 6812
37 #SUP: 1312
38 #SUP: 2512
39 #SUP: 5612
41 #SUP: 1048
43 #SUP: 1492
44 #SUP: 1202
48 #SUP: 1728
52 #SUP: 3516
53 #SUP: 4608
54 #SUP: 1120
56 #SUP: 3776
58 #SUP: 2480
59 #SUP: 5176
61 #SUP: 2372
63 #SUP: 4936
66 #SUP: 2304
67 #SUP: 4464
69 #SUP: 1872
76 #SUP: 4384
77 #SUP: 1872
85 #SUP: 8124
86 #SUP: 7924
90 #SUP: 7488
93 #SUP: 3968
94 #SUP: 2776
95 #SUP: 1296
98 #SUP: 1872
99 #SUP: 1968
101 #SUP: 1632
102 #SUP: 2388
107 #SUP: 1248
110 #SUP: 4040
111 #SUP: 1712
114 #SUP: 2148
116 #SUP: 3148
117 #SUP: 1144
119 #SUP: 832
10 23 28 36 39 53 63 93 116 #SUP: 864
10 23 28 36 39 53 85 86 90 #SUP: 864
10 23 28 36 39 53 85 86 93 #SUP: 864
10 23 28 36 39 53 85 86 116 #SUP: 864
10 23 28 36 39 53 85 90 93 #SUP: 864
10 23 28 36 39 53 85 90 116 #SUP: 864
10 23 28 36 39 53 85 93 116 #SUP: 864
10 23 28 36 39 53 86 90 93 #SUP: 864
10 23 28 36 39 53 86 90 116 #SUP: 864
10 23 28 36 39 53 86 93 116 #SUP: 864
10 23 28 36 39 53 90 93 116 #SUP: 864
10 23 28 36 39 56 59 63 85 #SUP: 916
10 23 28 36 39 56 59 63 86 #SUP: 916
10 23 28 36 39 56 59 63 90 #SUP: 864
10 23 28 36 39 56 59 63 93 #SUP: 916
10 23 28 36 39 56 59 63 116 #SUP: 864
10 23 28 36 39 56 59 85 86 #SUP: 916
10 23 28 36 39 56 59 85 90 #SUP: 864
10 23 28 36 39 56 59 85 93 #SUP: 916
10 23 28 36 39 56 59 85 116 #SUP: 864
10 23 28 36 39 56 59 86 90 #SUP: 864
10 23 28 36 39 56 59 86 93 #SUP: 916
10 23 28 36 39 56 59 86 116 #SUP: 864
10 23 28 36 39 56 59 90 93 #SUP: 864
10 23 28 36 39 56 59 90 116 #SUP: 864
10 23 28 36 39 56 59 93 116 #SUP: 864
10 23 28 36 39 56 63 85 86 #SUP: 916
10 23 28 36 39 56 63 85 90 #SUP: 864
10 23 28 36 39 56 63 85 93 #SUP: 916
10 23 28 36 39 56 63 85 116 #SUP: 864
10 23 28 36 39 56 63 86 90 #SUP: 864
10 23 28 36 39 56 63 86 93 #SUP: 916
10 23 28 36 39 56 63 86 116 #SUP: 864
10 23 28 36 39 56 63 90 93 #SUP: 864
10 23 28 36 39 56 63 90 116 #SUP: 864
10 23 28 36 39 56 63 93 116 #SUP: 864
10 23 28 36 39 56 85 86 90 #SUP: 864
10 23 28 36 39 56 85 86 93 #SUP: 916
10 23 28 36 39 56 85 86 116 #SUP: 864
10 23 28 36 39 56 85 90 93 #SUP: 864
10 23 28 36 39 56 85 90 116 #SUP: 864
10 23 28 36 39 56 85 93 116 #SUP: 864
10 23 28 36 39 56 86 90 93 #SUP: 864
10 23 28 36 39 56 86 90 116 #SUP: 864
10 23 28 36 39 56 86 93 116 #SUP: 864
10 23 28 36 39 56 90 93 116 #SUP: 864
10 23 28 36 39 59 63 85 86 #SUP: 1012
10 23 28 36 39 59 63 85 90 #SUP: 864
10 23 28 36 39 59 63 85 93 #SUP: 916
10 23 28 36 39 59 63 85 116 #SUP: 864
10 23 28 36 39 59 63 86 90 #SUP: 864
10 23 28 36 39 59 63 86 93 #SUP: 916
10 23 28 36 39 59 63 86 116 #SUP: 864
10 23 28 36 39 59 63 90 93 #SUP: 864
10 23 28 36 39 59 63 90 116 #SUP: 864
10 23 28 36 39 59 63 93 116 #SUP: 864
10 23 28 36 39 59 85 86 90 #SUP: 864
10 23 28 36 39 59 85 86 93 #SUP: 916
10 23 28 36 39 59 85 86 116 #SUP: 864
10 23 28 36 39 59 85 90 93 #SUP: 864
10 23 28 36 39 59 85 90 116 #SUP: 864
10 23 28 36 39 59 85 93 116 #SUP: 864
10 23 28 36 39 59 86 90 93 #SUP: 864
10 23 28 36 39 59 86 90 116 #SUP: 864
10 23 28 36 39 59 86 93 116 #SUP: 864
10 23 28 36 39 59 90 93 116 #SUP: 864
10 23 28 36 39 63 85 86 90 #SUP: 864
10 23 28 36 39 63 85 86 93 #SUP: 916
10 23 28 36 39 63 85 86 116 #SUP: 864
10 23 28 36 39 63 85 90 93 #SUP: 864
10 23 28 36 39 63 85 90 116 #SUP: 864
10 23 28 36 39 63 85 93 116 #SUP: 864
10 23 28 36 39 63 86 90 93 #SUP: 864
10 23 28 36 39 63 86 90 116 #SUP: 864
10 23 28 36 39 63 86 93 116 #SUP: 864
10 23 28 36 39 63 90 93 116 #SUP: 864
10 23 28 36 39 85 86 90 93 #SUP: 864
10 23 28 36 39 85 86 90 116 #SUP: 864
10 23 28 36 39 85 86 93 116 #SUP: 864
10 23 28 36 39 85 90 93 116 #SUP: 864
10 23 28 36 39 86 90 93 116 #SUP: 864
10 23 28 36 53 56 59 63 85 #SUP: 864
10 23 28 36 53 56 59 63 86 #SUP: 864
10 23 28 36 53 56 59 63 90 #SUP: 864
10 23 28 36 53 56 59 63 93 #SUP: 864
10 23 28 36 53 56 59 63 116 #SUP: 864
10 23 28 36 53 56 59 85 86 #SUP: 864
10 23 28 36 53 56 59 85 90 #SUP: 864
10 23 28 36 53 56 59 85 93 #SUP: 864
10 23 28 36 53 56 59 85 116 #SUP: 864
10 23 28 36 53 56 59 86 90 #SUP: 864
10 23 28 36 53 56 59 86 93 #SUP: 864
10 23 28 36 53 56 59 86 116 #SUP: 864
10 23 28 36 53 56 59 90 93 #SUP: 864
10 23 28 36 53 56 59 90 116 #SUP: 864
10 23 28 36 53 56 59 93 116 #SUP: 864
10 23 28 36 53 56 63 85 86 #SUP: 864
10 23 28 36 53 56 63 85 90 #SUP: 864
10 23 28 36 53 56 63 85 93 #SUP: 864
10 23 28 36 53 56 63 85 116 #SUP: 864
10 23 28 36 53 56 63 86 90 #SUP: 864
10 23 28 36 53 56 63 86 93 #SUP: 864
10 23 28 36 53 56 63 86 116 #SUP: 864
10 23 28 36 53 56 63 90 93 #SUP: 864
10 23 28 36 53 56 63 90 116 #SUP: 864
10 23 28 36 53 56 63 93 116 #SUP: 864
10 23 28 36 53 56 85 86 90 #SUP: 864
10 23 28 36 53 56 85 86 93 #SUP: 864
10 23 28 36 53 56 85 86 116 #SUP: 864
10 23 28 36 53 56 85 90 93 #SUP: 864
10 23 28 36 53 56 85 90 116 #SUP: 864
10 23 28 36 53 56 85 93 116 #SUP: 864
10 23 28 36 53 56 86 90 93 #SUP: 864
10 23 28 36 53 56 86 90 116 #SUP: 864
10 23 28 36 53 56 86 93 116 #SUP: 864
10 23 28 36 53 56 90 93 116 #SUP: 864
10 23 28 36 53 59 63 85 86 #SUP: 864
10 23 28 36 53 59 63 85 90 #SUP: 864
10 23 28 36 53 59 63 85 93 #SUP: 864
10 23 28 36 53 59 63 85 116 #SUP: 864
10 23 28 36 53 59 63 86 90 #SUP: 864
10 23 28 36 53 59 63 86 93 #SUP: 864
10 23 28 36 53 59 63 86 116 #SUP: 864
10 23 28 36 53 59 63 90 93 #SUP: 864
10 23 28 36 53 59 63 90 116 #SUP: 864
10 23 28 36 53 59 63 93 116 #SUP: 864
10 23 28 36 53 59 85 86 90 #SUP: 864
10 23 28 36 53 59 85 86 93 #SUP: 864
10 23 28 36 53 59 85 86 116 #SUP: 864
10 23 28 36 53 59 85 90 93 #SUP: 864
10 23 28 36 53 59 85 90 116 #SUP: 864
10 23 28 36 53 59 85 93 116 #SUP: 864
10 23 28 36 53 59 86 90 93 #SUP: 864
10 23 28 36 53 59 86 90 116 #SUP: 864
10 23 28 36 53 59 86 93 116 #SUP: 864
10 23 28 36 53 59 90 93 116 #SUP: 864
10 23 28 36 53 63 85 86 90 #SUP: 864
10 23 28 36 53 63 85 86 93 #SUP: 864
10 23 28 36 53 63 85 86 116 #SUP: 864
10 23 28 36 53 63 85 90 93 #SUP: 864
10 23 28 36 53 63 85 90 116 #SUP: 864
10 23 28 36 53 63 85 93 116 #SUP: 864
10 23 28 36 53 63 86 90 93 #SUP: 864
10 23 28 36 53 63 86 90 116 #SUP: 864
10 23 28 36 53 63 86 93 116 #SUP: 864
10 23 28 36 53 63 90 93 116 #SUP: 864
10 23 28 36 53 85 86 90 93 #SUP: 864
10 23 28 36 53 85 86 90 116 #SUP: 864
10 23 28 36 53 85 86 93 116 #SUP: 864
10 23 28 36 53 85 90 93 116 #SUP: 864
10 23 28 36 53 86 90 93 116 #SUP: 864
10 23 28 36 56 59 63 85 86 #SUP: 916
10 23 28 36 56 59 63 85 90 #SUP: 864
10 23 28 36 56 59 63 85 93 #SUP: 916
10 23 28 36 56 59 63 85 116 #SUP: 864
10 23 28 36 56 59 63 86 90 #SUP: 864
10 23 28 36 56 59 63 86 93 #SUP: 916
10 23 28 36 56 59 63 86 116 #SUP: 864
10 23 28 36 56 59 63 90 93 #SUP: 864
10 23 28 36 56 59 63 90 116 #SUP: 864
10 23 28 36 56 59 63 93 116 #SUP: 864
10 23 28 36 56 59 85 86 90 #SUP: 864
10 23 28 36 56 59 85 86 93 #SUP: 916
10 23 28 36 56 59 85 86 116 #SUP: 864
10 23 28 36 56 59 85 90 93 #SUP: 864
10 23 28 36 56 59 85 90 116 #SUP: 864
10 23 28 36 56 59 85 93 116 #SUP: 864
10 23 28 36 56 59 86 90 93 #SUP: 864
10 23 28 36 56 59 86 90 116 #SUP: 864
10 23 28 36 56 59 86 93 116 #SUP: 864
10 23 28 36 56 59 90 93 116 #SUP: 864
10 23 28 36 56 63 85 86 90 #SUP: 864
10 23 28 36 56 63 85 86 93 #SUP: 916
10 23 28 36 56 63 85 86 116 #SUP: 864
10 23 28 36 56 63 85 90 93 #SUP: 864
10 23 28 36 56 63 85 90 116 #SUP: 864
10 23 28 36 56 63 85 93 116 #SUP: 864
10 23 28 36 56 63 86 90 93 #SUP: 864
10 23 28 36 56 63 86 90 116 #SUP: 864
10 23 28 36 56 63 86 93 116 #SUP: 864
10 23 28 36 56 63 90 93 116 #SUP: 864
10 23 28 36 56 85 86 90 93 #SUP: 864
10 23 28 36 56 85 86 90 116 #SUP: 864
10 23 28 36 56 85 86 93 116 #SUP: 864
10 23 28 36 56 85 90 93 116 #SUP: 864
10 23 28 36 56 86 90 93 116 #SUP: 864
10 23 28 36 59 63 85 86 90 #SUP: 864
10 23 28 36 59 63 85 86 93 #SUP: 916
10 23 28 36 59 63 85 86 116 #SUP: 864
10 23 28 36 59 63 85 90 93 #SUP: 864
10 23 28 36 59 63 85 90 116 #SUP: 864
10 23 28 36 59 63 85 93 116 #SUP: 864
10 23 28 36 59 63 86 90 93 #SUP: 864
10 23 28 36 59 63 86 90 116 #SUP: 864
10 23 28 36 59 63 86 93 116 #SUP: 864
10 23 28 36 59 63 90 93 116 #SUP: 864
10 23 28 36 59 85 86 90 93 #SUP: 864
10 23 28 36 59 85 86 90 116 #SUP: 864
10 23 28 36 59 85 86 93 116 #SUP: 864
10 23 28 36 59 85 90 93 116 #SUP: 864
10 23 28 36 59 86 90 93 116 #SUP: 864
10 23 28 36 63 85 86 90 93 #SUP: 864
10 23 28 36 63 85 86 90 116 #SUP: 864
10 23 28 36 63 85 86 93 116 #SUP: 864
10 23 28 36 63 85 90 93 116 #SUP: 864
10 23 28 36 63 86 90 93 116 #SUP: 864
10 23 28 36 85 86 90 93 116 #SUP: 864
10 23 28 39 53 56 59 63 85 #SUP: 864
10 23 28 39 53 56 59 63 86 #SUP: 864
10 23 28 39 53 56 59 63 90 #SUP: 864
10 23 28 39 53 56 59 63 93 #SUP: 864
10 23 28 39 53 56 59 63 116 #SUP: 864
10 23 28 39 53 56 59 85 86 #SUP: 864
10 23 28 39 53 56 59 85 90 #SUP: 864
10 23 28 39 53 56 59 85 93 #SUP: 864
10 23 28 39 53 56 59 85 116 #SUP: 864
10 23 28 39 53 56 59 86 90 #SUP: 864
10 23 28 39 53 56 59 86 93 #SUP: 864
10 23 28 39 53 56 59 86 116 #SUP: 864
10 23 28 39 53 56 59 90 93 #SUP: 864
10 23 28 39 53 56 59 90 116 #SUP: 864
10 23 28 39 53 56 59 93 116 #SUP: 864
10 23 28 39 53 56 63 85 86 #SUP: 864
10 23 28 39 53 56 63 85 90 #SUP: 864
10 23 28 39 53 56 63 85 93 #SUP: 864
10 23 28 39 53 56 63 85 116 #SUP: 864
10 23 28 39 53 56 63 86 90 #SUP: 864
10 23 28 39 53 56 63 86 93 #SUP: 864
10 23 28 39 53 56 63 86 116 #SUP: 864
10 23 28 39 53 56 63 90 93 #SUP: 864
10 23 28 39 53 56 63 90 116 #SUP: 864
10 23 28 39 53 56 63 93 116 #SUP: 864
10 23 28 39 53 56 85 86 90 #SUP: 864
10 23 28 39 53 56 85 86 93 #SUP: 864
10 23 28 39 53 56 85 86 116 #SUP: 864
10 23 28 39 53 56 85 90 93 #SUP: 864
10 23 28 39 53 56 85 90 116 #SUP: 864
10 23 28 39 53 56 85 93 116 #SUP: 864
10 23 28 39 53 56 86 90 93 #SUP: 864
10 23 28 39 53 56 86 90 116 #SUP: 864
10 23 28 39 53 56 86 93 116 #SUP: 864
10 23 28 39 53 56 90 93 116 #SUP: 864
10 23 28 39 53 59 63 85 86 #SUP: 864
10 23 28 39 53 59 63 85 90 #SUP: 864
10 23 28 39 53 59 63 85 93 #SUP: 864
10 23 28 39 53 59 63 85 116 #SUP: 864
10 23 28 39 53 59 63 86 90 #SUP: 864
10 23 28 39 53 59 63 86 93 #SUP: 864
10 23 28 39 53 59 63 86 116 #SUP: 864
10 23 28 39 53 59 63 90 93 #SUP: 864
10 23 28 39 53 59 63 90 116 #SUP: 864
10 23 28 39 53 59 63 93 116 #SUP: 864
10 23 28 39 53 59 85 86 90 #SUP: 864
10 23 28 39 53 59 85 86 93 #SUP: 864
10 23 28 39 53 59 85 86 116 #SUP: 864
10 23 28 39 53 59 85 90 93 #SUP: 864
10 23 28 39 53 59 85 90 116 #SUP: 864
10 23 28 39 53 59 85 93 116 #SUP: 864
10 23 28 39 53 59 86 90 93 #SUP: 864
10 23 28 39 53 59 86 90 116 #SUP: 864
10 23 28 39 53 59 86 93 116 #SUP: 864
10 23 28 39 53 59 90 93 116 #SUP: 864
10 23 28 39 53 63 85 86 90 #SUP: 864
10 23 28 39 53 63 85 86 93 #SUP: 864
10 23 28 39 53 63 85 86 116 #SUP: 864
10 23 28 39 53 63 85 90 93 #SUP: 864
10 23 28 39 53 63 85 90 116 #SUP: 864
10 23 28 39 53 63 85 93 116 #SUP: 864
10 23 28 39 53 63 86 90 93 #SUP: 864
10 23 28 39 53 63 86 90 116 #SUP: 864
10 23 28 39 53 63 86 93 116 #SUP: 864
10 23 28 39 53 63 90 93 116 #SUP: 864
10 23 28 39 53 85 86 90 93 #SUP: 864
10 23 28 39 53 85 86 90 116 #SUP: 864
10 23 28 39 53 85 86 93 116 #SUP: 864
10 23 28 39 53 85 90 93 116 #SUP: 864
10 23 28 39 53 86 90 93 116 #SUP: 864
10 23 28 39 56 59 63 85 86 #SUP: 916
10 23 28 39 56 59 63 85 90 #SUP: 864
10 23 28 39 56 59 63 85 93 #SUP: 916
10 23 28 39 56 59 63 85 116 #SUP: 864
10 23 28 39 56 59 63 86 90 #SUP: 864
10 23 28 39 56 59 63 86 93 #SUP: 916
10 23 28 39 56 59 63 86 116 #SUP: 864
10 23 28 39 56 59 63 90 93 #SUP: 864
10 23 28 39 56 59 63 90 116 #SUP: 864
10 23 28 39 56 59 63 93 116 #SUP: 864
10 23 28 39 56 59 85 86 90 #SUP: 864
10 23 28 39 56 59 85 86 93 #SUP: 916
10 23 28 39 56 59 85 86 116 #SUP: 864
10 23 28 39 56 59 85 90 93 #SUP: 864
10 23 28 39 56 59 85 90 116 #SUP: 864
10 23 28 39 56 59 85 93 116 #SUP: 864
10 23 28 39 56 59 86 90 93 #SUP: 864
10 23 28 39 56 59 86 90 116 #SUP: 864
10 23 28 39 56 59 86 93 116 #SUP: 864
10 23 28 39 56 59 90 93 116 #SUP: 864
10 23 28 39 56 63 85 86 90 #SUP: 864
10 23 28 39 56 63 85 86 93 #SUP: 916
10 23 28 39 56 63 85 86 116 #SUP: 864
10 23 28 39 56 63 85 90 93 #SUP: 864
10 23 28 39 56 63 85 90 116 #SUP: 864
10 23 28 39 56 63 85 93 116 #SUP: 864
10 23 28 39 56 63 86 90 93 #SUP: 864
10 23 28 39 56 63 86 90 116 #SUP: 864
10 23 28 39 56 63 86 93 116 #SUP: 864
10 23 28 39 56 63 90 93 116 #SUP: 864
10 23 28 39 56 85 86 90 93 #SUP: 864
10 23 28 39 56 85 86 90 116 #SUP: 864
10 23 28 39 56 85 86 93 116 #SUP: 864
10 23 28 39 56 85 90 93 116 #SUP: 864
10 23 28 39 56 86 90 93 116 #SUP: 864
10 23 28 39 59 63 85 86 90 #SUP: 864
10 23 28 39 59 63 85 86 93 #SUP: 916
10 23 28 39 59 63 85 86 116 #SUP: 864
10 23 28 39 59 63 85 90 93 #SUP: 864
10 23 28 39 59 63 85 90 116 #SUP: 864
10 23 28 39 59 63 85 93 116 #SUP: 864
10 23 28 39 59 63 86 90 93 #SUP: 864
10 23 28 39 59 63 86 90 116 #SUP: 864
10 23 28 39 59 63 86 93 116 #SUP: 864
10 23 28 39 59 63 90 93 116 #SUP: 864
10 23 28 39 59 85 86 90 93 #SUP: 864
10 23 28 39 59 85 86 90 116 #SUP: 864
10 23 28 39 59 85 86 93 116 #SUP: 864
10 23 28 39 59 85 90 93 116 #SUP: 864
10 23 28 39 59 86 90 93 116 #SUP: 864
10 23 28 39 63 85 86 90 93 #SUP: 864
10 23 28 39 63 85 86 90 116 #SUP: 864
10 23 28 39 63 85 86 93 116 #SUP: 864
10 23 28 39 63 85 90 93 116 #SUP: 864
10 23 28 39 63 86 90 93 116 #SUP: 864
10 23 28 39 85 86 90 93 116 #SUP: 864
10 23 28 53 56 59 63 85 86 #SUP: 864
10 23 28 53 56 59 63 85 90 #SUP: 864
10 23 28 53 56 59 63 85 93 #SUP: 864
10 23 28 53 56 59 63 85 116 #SUP: 864
10 23 28 53 56 59 63 86 90 #SUP: 864
10 23 28 53 56 59 63 86 93 #SUP: 864
10 23 28 53 56 59 63 86 116 #SUP: 864
10 23 28 53 56 59 63 90 93 #SUP: 864
10 23 28 53 56 59 63 90 116 #SUP: 864
10 23 28 53 56 59 63 93 116 #SUP: 864
10 23 28 53 56 59 85 86 90 #SUP: 864
10 23 28 53 56 59 85 86 93 #SUP: 864
10 23 28 53 56 59 85 86 116 #SUP: 864
10 23 28 53 56 59 85 90 93 #SUP: 864
10 23 28 53 56 59 85 90 116 #SUP: 864
10 23 28 53 56 59 85 93 116 #SUP: 864
10 23 28 53 56 59 86 90 93 #SUP: 864
10 23 28 53 56 59 86 90 116 #SUP: 864
10 23 28 53 56 59 86 93 116 #SUP: 864
10 23 28 53 56 59 90 93 116 #SUP: 864
10 23 28 53 56 63 85 86 90 #SUP: 864
10 23 28 53 56 63 85 86 93 #SUP: 864
10 23 28 53 56 63 85 86 116 #SUP: 864
10 23 28 53 56 63 85 90 93 #SUP: 864
10 23 28 53 56 63 85 90 116 #SUP: 864
10 23 28 53 56 63 85 93 116 #SUP: 864
10 23 28 53 56 63 86 90 93 #SUP: 864
10 23 28 53 56 63 86 90 116 #SUP: 864
10 23 28 53 56 63 86 93 116 #SUP: 864
10 23 28 53 56 63 90 93 116 #SUP: 864
10 23 28 53 56 85 86 90 93 #SUP: 864
10 23 28 53 56 85 86 90 116 #SUP: 864
10 23 28 53 56 85 86 93 116 #SUP: 864
10 23 28 53 56 85 90 93 116 #SUP: 864
10 23 28 53 56 86 90 93 116 #SUP: 864
10 23 28 53 59 63 85 86 90 #SUP: 864
10 23 28 53 59 63 85 86 93 #SUP: 864
10 23 28 53 59 63 85 86 116 #SUP: 864
10 23 28 53 59 63 85 90 93 #SUP: 864
10 23 28 53 59 63 85 90 116 #SUP: 864
10 23 28 53 59 63 85 93 116 #SUP: 864
10 23 28 53 59 63 86 90 93 #SUP: 864
10 23 28 53 59 63 86 90 116 #SUP: 864
10 23 28 53 59 63 86 93 116 #SUP: 864
10 23 28 53 59 63 90 93 116 #SUP: 864
10 23 28 53 59 85 86 90 93 #SUP: 864
10 23 28 53 59 85 86 90 116 #SUP: 864
10 23 28 53 59 85 86 93 116 #SUP: 864
10 23 28 53 59 85 90 93 116 #SUP: 864
10 23 28 53 59 86 90 93 116 #SUP: 864
10 23 28 53 63 85 86 90 93 #SUP: 864
10 23 28 53 63 85 86 90 116 #SUP: 864
10 23 28 53 63 85 86 93 116 #SUP: 864
10 23 28 53 63 85 90 93 116 #SUP: 864
10 23 28 53 63 86 90 93 116 #SUP: 864
10 23 28 53 85 86 90 93 116 #SUP: 864
10 23 28 56 59 63 85 86 90 #SUP: 868
10 23 28 56 59 63 85 86 93 #SUP: 920
10 23 28 56 59 63 85 86 116 #SUP: 864
10 23 28 56 59 63 85 90 93 #SUP: 868
10 23 28 56 59 63 85 90 116 #SUP: 864
10 23 28 56 59 63 85 93 116 #SUP: 864
10 23 28 56 59 63 86 90 93 #SUP: 868
10 23 28 56 59 63 86 90 116 #SUP: 864
10 23 28 56 59 63 86 93 116 #SUP: 864
10 23 28 56 59 63 90 93 116 #SUP: 864
10 23 28 56 59 85 86 90 93 #SUP: 868
10 23 28 56 59 85 86 90 116 #SUP: 864
10 23 28 56 59 85 86 93 116 #SUP: 864
10 23 28 56 59 85 90 93 116 #SUP: 864
10 23 28 56 59 86 90 93 116 #SUP: 864
10 23 28 56 63 85 86 90 93 #SUP: 868
10 23 28 56 63 85 86 90 116 #SUP: 864
10 23 28 56 63 85 86 93 116 #SUP: 864
10 23 28 56 63 85 90 93 116 #SUP: 864
10 23 28 56 63 86 90 93 116 #SUP: 864
10 23 28 56 85 86 90 93 116 #SUP: 864
10 23 28 59 63 85 86 90 93 #SUP: 868
10 23 28 59 63 85 86 90 116 #SUP: 864
10 23 28 59 63 85 86 93 116 #SUP: 864
10 23 28 59 63 85 90 93 116 #SUP: 864
10 23 28 59 63 86 90 93 116 #SUP: 864
10 23 28 59 85 86 90 93 116 #SUP: 864
10 23 28 63 85 86 90 93 116 #SUP: 864
10 23 34 36 39 53 56 59 63 #SUP: 864
10 23 34 36 39 53 56 59 85 #SUP: 864
10 23 34 36 39 53 56 59 86 #SUP: 864
10 23 34 36 39 53 56 59 90 #SUP: 864
10 23 34 36 39 53 56 59 93 #SUP: 864
10 23 34 36 39 53 56 59 116 #SUP: 864
10 23 34 36 39 53 56 63 85 #SUP: 864
10 23 34 36 39 53 56 63 86 #SUP: 864
10 23 34 36 39 53 56 63 90 #SUP: 864
10 23 34 36 39 53 56 63 93 #SUP: 864
10 23 34 36 39 53 56 63 116 #SUP: 864
10 23 34 36 39 53 56 85 86 #SUP: 864
10 23 34 36 39 53 56 85 90 #SUP: 864
10 23 34 36 39 53 56 85 93 #SUP: 864
10 23 34 36 39 53 56 85 116 #SUP: 864
10 23 34 36 39 53 56 86 90 #SUP: 864
10 23 34 36 39 53 56 86 93 #SUP: 864
10 23 34 36 39 53 56 86 116 #SUP: 864
10 23 34 36 39 53 56 90 93 #SUP: 864
10 23 34 36 39 53 56 90 116 #SUP: 864
10 23 34 36 39 53 56 93 116 #SUP: 864
10 23 34 36 39 53 59 63 85 #SUP: 864
10 23 34 36 39 53 59 63 86 #SUP: 864
10 23 34 36 39 53 59 63 90 #SUP: 864
10 23 34 36 39 53 59 63 93 #SUP: 864
10 23 34 36 39 53 59 63 116 #SUP: 864
10 23 34 36 39 53 59 85 86 #SUP: 864
10 23 34 36 39 53 59 85 90 #SUP: 864
10 23 34 36 39 53 59 85 93 #SUP: 864
10 23 34 36 39 53 59 85 116 #SUP: 864
10 23 34 36 39 53 59 86 90 #SUP: 864
10 23 34 36 39 53 59 86 93 #SUP: 864
10 23 34 36 39 53 59 86 116 #SUP: 864
10 23 34 36 39 53 59 90 93 #SUP: 864
10 23 34 36 39 53 59 90 116 #SUP: 864
10 23 34 36 39 53 59 93 116 #SUP: 864
10 23 34 36 39 53 63 85 86 #SUP: 864
10 23 34 36 39 53 63 85 90 #SUP: 864
10 23 34 36 39 53 63 85 93 #SUP: 864
10 23 34 36 39 53 63 85 116 #SUP: 864
10 23 34 36 39 53 63 86 90 #SUP: 864
10 23 34 36 39 53 63 86 93 #SUP: 864
10 23 34 36 39 53 63 86 116 #SUP: 864
10 23 34 36 39 53 63 90 93 #SUP: 864
10 23 34 36 39 53 63 90 116 #SUP: 864
10 23 34 36 39 53 63 93 116 #SUP: 864
10 23 34 36 39 53 85 86 90 #SUP: 864
10 23 34 36 39 53 85 86 93 #SUP: 864
10 23 34 36 39 53 85 86 116 #SUP: 864
10 23 34 36 39 53 85 90 93 #SUP: 864
10 23 34 36 39 53 85 90 116 #SUP: 864
10 23 34 36 39 53 85 93 116 #SUP: 864
10 23 34 36 39 53 86 90 93 #SUP: 864
10 23 34 36 39 53 86 90 116 #SUP: 864
10 23 34 36 39 53 86 93 116 #SUP: 864
10 23 34 36 39 53 90 93 116 #SUP: 864
10 23 34 36 39 56 59 63 85 #SUP: 916
10 23 34 36 39 56 59 63 86 #SUP: 916
10 23 34 36 39 56 59 63 90 #SUP: 864
10 23 34 36 39 56 59 63 93 #SUP: 916
10 23 34 36 39 56 59 63 116 #SUP: 864
10 23 34 36 39 56 59 85 86 #SUP: 916
10 23 34 36 39 56 59 85 90 #SUP: 864
10 23 34 36 39 56 59 85 93 #SUP: 916
10 23 34 36 39 56 59 85 116 #SUP: 864
10 23 34 36 39 56 59 86 90 #SUP: 864
10 23 34 36 39 56 59 86 93 #SUP: 916
10 23 34 36 39 56 59 86 116 #SUP: 864
10 23 34 36 39 56 59 90 93 #SUP: 864
10 23 34 36 39 56 59 90 116 #SUP: 864
10 23 34 36 39 56 59 93 116 #SUP: 864
10 23 34 36 39 56 63 85 86 #SUP: 916
10 23 34 36 39 56 63 85 90 #SUP: 864
10 23 34 36 39 56 63 85 93 #SUP: 916
10 23 34 36 39 56 63 85 116 #SUP: 864
10 23 34 36 39 56 63 86 90 #SUP: 864
10 23 34 36 39 56 63 86 93 #SUP: 916
10 23 34 36 39 56 63 86 116 #SUP: 864
10 23 34 36 39 56 63 90 93 #SUP: 864
10 23 34 36 39 56 63 90 116 #SUP: 864
10 23 34 36 39 56 63 93 116 #SUP: 864
10 23 34 36 39 56 85 86 90 #SUP: 864
10 23 34 36 39 56 85 86 93 #SUP: 916
10 23 34 36 39 56 85 86 116 #SUP: 864
10 23 34 36 39 56 85 90 93 #SUP: 864
10 23 34 36 39 56 85 90 116 #SUP: 864
10 23 34 36 39 56 85 93 116 #SUP: 864
10 23 34 36 39 56 86 90 93 #SUP: 864
10 23 34 36 39 56 86 90 116 #SUP: 864
10 23 34 36 39 56 86 93 116 #SUP: 864
10 23 34 36 39 56 90 93 116 #SUP: 864
10 23 34 36 39 59 63 85 86 #SUP: 1268
10 23 34 36 39 59 63 85 90 #SUP: 1120
10 23 34 36 39 59 63 85 93 #SUP: 1172
10 23 34 36 39 59 63 85 116 #SUP: 864
10 23 34 36 39 59 63 86 90 #SUP: 1120
10 23 34 36 39 59 63 86 93 #SUP: 1172
